Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour
14:57:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,14
18:30:00,Wednesday,Unknown,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Over 51,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Slight Injury,18
13:35:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,13
8:45:00,Friday,18-30,Male,Elementary school,Employee,Above 10yr,Lorry (11?40Q),Governmental,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,2,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,8
17:45:00,Wednesday,Unknown,Male,Junior high school,Employee,5-10yr,Other,Governmental,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Turnover,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,17
17:25:00,Wednesday,31-50,Male,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,No defect,Outside rural areas,Undivided Two way,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,17
18:23:00,Friday,Over 51,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Organization,Above 10yr,No defect,Hospital areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,Over 51,3,Employee,Normal,Unknown or other,Changing lane to the left,Slight Injury,18
21:44:00,Sunday,18-30,Male,High school,Employee,5-10yr,Public (12 seats),Organization,2-5yrs,No defect,Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,21
17:10:00,Monday,31-50,Male,Above high school,Owner,2-5yr,Pick up upto 10Q,Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury,17
17:25:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Outside rural areas,Undivided Two way,Tangent road with mountainous terrain and,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,17
19:12:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Other,Governmental,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Employee,Normal,Not a Pedestrian,Other,Slight Injury,19
14:36:00,Sunday,31-50,Male,Junior high school,Employee,2-5yr,Other,Organization,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury,14
17:10:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Motorcycle,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,4,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,17
23:25:00,Saturday,Unknown,Male,Junior high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,23
13:05:00,Saturday,31-50,Male,High school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Turnover,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,13
17:50:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,18-30,3,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury,17
9:10:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,9
22:31:00,Tuesday,Under 18,Male,Writing & reading,Employee,5-10yr,Other,Owner,5-10yrs,No defect,Office areas,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury,22
18:09:00,Tuesday,Over 51,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Overtaking,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,18
13:45:00,Sunday,Under 18,Male,Junior high school,Employee,1-2yr,Bicycle,Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Turnover,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,13
14:50:00,Saturday,31-50,Male,Unknown,Other,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,14
18:56:00,Monday,Under 18,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Serious Injury,18
12:43:00,Monday,Under 18,Male,Elementary school,Employee,2-5yr,Other,Owner,5-10yrs,No defect,Other,One way,Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,12
9:10:00,Monday,18-30,Unknown,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,3,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Unknown,Slight Injury,9
18:23:00,Wednesday,Over 51,Male,Elementary school,Owner,5-10yr,Stationwagen,Governmental,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Unknown or other,No distancing,Slight Injury,18
19:00:00,Monday,Unknown,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Other,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,Moving Backward,Slight Injury,19
17:20:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Driver or rider,Female,18-30,3,Student,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,17
21:45:00,Tuesday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Escarpments,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,5,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,21
8:55:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,8
12:30:00,Friday,18-30,Male,Above high school,Employee,5-10yr,Public (> 45 seats),Owner,Unknown,No defect,Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,12
16:15:00,Wednesday,Over 51,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,16
13:29:00,Saturday,31-50,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Unknown,No defect,Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Serious Injury,13
17:10:00,Thursday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Improper parking,Fatal injury,17
20:15:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,5,3,Employee,Normal,Not a Pedestrian,No distancing,Slight Injury,20
20:00:00,Sunday,Under 18,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,Driver or rider,Female,31-50,3,Employee,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,20
17:51:00,Sunday,Over 51,Male,Junior high school,Employee,5-10yr,Other,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,17
19:15:00,Monday,Unknown,Male,High school,Other,Above 10yr,Lorry (41?100Q),Owner,Unknown,No defect,Outside rural areas,other,Steep grade downward with mountainous terrain,Unknown,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Passenger,Female,Over 51,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,19
7:25:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Pedestrian,Female,Under 18,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overtaking,Slight Injury,7
17:10:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,17
21:40:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,21
21:10:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Public (12 seats),Governmental,Unknown,No defect,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,21
14:55:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Governmental,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Escarpments,Crossing,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury,14
12:51:00,Wednesday,31-50,Male,High school,Owner,2-5yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,12
9:35:00,Thursday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Snow,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Driver or rider,Male,31-50,3,Other,Normal,Not a Pedestrian,Overtaking,Slight Injury,9
12:18:00,Saturday,18-30,Male,Junior high school,Owner,5-10yr,Taxi,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,12
14:50:00,Thursday,Over 51,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Getting off,Pedestrian,Male,31-50,3,Employee,Normal,Not a Pedestrian,Other,Serious Injury,14
17:27:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Drunk driving,Slight Injury,17
20:40:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (11?40Q),Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Other,na,na,na,na,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,20
21:55:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41?100Q),Owner,Unknown,No defect,Office areas,Double carriageway (median),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,3,Moving Backward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,21
