Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,Recommendation
11:30:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Bajaj,Owner,Unknown,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,11,Normal
10:16:00,Thursday,Over 51,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,10,Normal
8:42:00,Wednesday,Under 18,Male,Junior high school,Employee,1-2yr,Stationwagen,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,8,Normal
4:35:00,Wednesday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,4,Increase lighting & patrol
18:50:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,18,Normal
19:16:00,Tuesday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Above 10yr,No defect,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury,19,Normal
19:15:00,Monday,Unknown,Male,High school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,19,Normal
23:22:00,Saturday,Over 51,Male,Unknown,Owner,5-10yr,Automobile,Governmental,Below 1yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,23,Increase lighting & patrol
4:48:00,Wednesday,31-50,Male,Unknown,Employee,Above 10yr,Automobile,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,4,Increase lighting & patrol
6:40:00,Thursday,Unknown,Male,Elementary school,Employee,No Licence,Other,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,6,Normal
18:36:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Above 10yr,No defect,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,3,Going straight,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,18,Normal
13:16:00,Thursday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,No defect,Market areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,13,Normal
9:10:00,Saturday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,1-2yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury,9,Normal
17:00:00,Monday,Unknown,Male,Elementary school,Employee,2-5yr,Automobile,Governmental,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Other,Pedestrian,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury,17,Normal
16:15:00,Wednesday,18-30,Male,Writing & reading,Employee,5-10yr,Taxi,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,16,Normal
16:46:00,Thursday,31-50,Female,Elementary school,Employee,5-10yr,Pick up upto 10Q,Governmental,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,16,Normal
17:20:00,Tuesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Governmental,Above 10yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,17,Normal
7:55:00,Wednesday,Under 18,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,7,Normal
9:40:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury,9,Normal
14:30:00,Friday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Outside rural areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Other,Rollover,2,1,Going straight,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,Moving Backward,Serious Injury,14,Normal
22:30:00,Tuesday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,T Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,22,Increase lighting & patrol
11:30:00,Wednesday,Over 51,Male,Junior high school,Employee,Below 1yr,Stationwagen,Owner,Above 10yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,11,Normal
1:19:00,Monday,Unknown,Male,Elementary school,Employee,1-2yr,Automobile,Owner,Unknown,No defect,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,1,Increase lighting & patrol
12:45:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Special vehicle,Owner,5-10yrs,No defect,Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Female,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,12,Normal
19:15:00,Friday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,19,Normal
1:49:00,Monday,31-50,Male,Junior high school,Employee,Above 10yr,Public (> 45 seats),Owner,1-2yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Moving Backward,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,1,Increase lighting & patrol
3:16:00,Saturday,Unknown,Female,Above high school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Market areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,3,Increase lighting & patrol
21:25:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,Above 10yr,No defect,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Moving Backward,na,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,21,Increase lighting & patrol
21:00:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Gravel roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,21,Increase lighting & patrol
15:23:00,Wednesday,18-30,Male,Elementary school,Owner,2-5yr,Public (> 45 seats),Owner,2-5yrs,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,1,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,15,Normal
22:30:00,Tuesday,Unknown,Male,Junior high school,Employee,2-5yr,Motorcycle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,na,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,22,Increase lighting & patrol
18:09:00,Monday,31-50,Male,Elementary school,Employee,Below 1yr,Public (12 seats),Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Driver or rider,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,18,Normal
10:00:00,Friday,Unknown,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,Unknown,No defect,School areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,10,Normal
7:16:00,Friday,31-50,Male,Elementary school,Employee,5-10yr,Turbo,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,na,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Slight Injury,7,Normal
17:57:00,Wednesday,31-50,Male,Elementary school,Employee,2-5yr,Public (13?45 seats),Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,17,Normal
8:00:00,Wednesday,Unknown,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Below 1yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Pedestrian,Female,18-30,3,Driver,Normal,Crossing from driver's nearside,Other,Slight Injury,8,Normal
10:47:00,Thursday,31-50,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,10,Normal
18:30:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Dry,Darkness - lights lit,Unknown,Collision with roadside objects,2,1,Other,Driver or rider,Male,31-50,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,18,Normal
18:00:00,Saturday,Over 51,Male,Elementary school,Employee,Below 1yr,Public (13?45 seats),Governmental,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Going straight,Passenger,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Fatal injury,18,Normal
18:30:00,Monday,Unknown,Male,High school,Employee,2-5yr,Lorry (41?100Q),Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,2,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury,18,Normal
8:10:00,Monday,31-50,Male,Elementary school,Employee,5-10yr,Pick up upto 10Q,Owner,Above 10yr,No defect,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,2,Going straight,na,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,8,Normal
13:03:00,Thursday,Unknown,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with animals,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,13,Normal
12:39:00,Tuesday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,Unknown,No defect,Other,One way,Tangent road with flat terrain,Unknown,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,Pedestrian,Male,Under 18,3,Self-employed,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury,12,Normal
18:23:00,Tuesday,31-50,Male,Junior high school,Owner,2-5yr,Other,Owner,Unknown,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Passenger,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,18,Normal
11:22:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Public (13?45 seats),Owner,1-2yr,5,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside-parked vehicles,2,1,Going straight,Pedestrian,Male,Under 18,3,Other,Normal,Unknown or other,Changing lane to the left,Slight Injury,11,Normal
7:00:00,Thursday,31-50,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,1-2yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Collision with pedestrians,2,1,Moving Backward,Passenger,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,7,Normal
16:00:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,2,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,16,Normal
17:35:00,Saturday,18-30,Female,Elementary school,Owner,5-10yr,Stationwagen,Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury,17,Normal
